,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.graham-mfg.com,1,20 Florence Avenue,585 343 1097,Specialty Industrial Machinery,0.00127,-0.02026,0.14529,-8166000,0.222,-0.03029,136000,17,buy,20469000,-18046000,21,12.73,,1.62,-0.01206,4,21.5,32.041,-0.02187,27,16463000,32634000,107128000,1.548,USD,10.49,1.282,1.7,NYQ,Graham Corporation,Graham Corporation,America/New_York,EST,False,-18000000,EQUITY,GHM,finmb_177455,us_market,,1.415,,1114.656,-0.15189874,,0.65,,10638000,,,,9.574,73525,0.0069,,1617148800,0.68297994,-2170000,-0.212,0.11,0.2918527,1.3296427,0.073130004,1680220800,,1632960000,4.62,1635465600,9269776,0.707532,151593264,2,,1223337600,2:1,,1636329600,,,1.2641114,1638230400,3.3,,19.584616,,0.0075,73812,,,,12.8,12.86,13.63275,0.034375,,,12.86,,22230,12.8,12.9526,0.44,12.86,,22230,,,0.44,1636329600,,,12.5026,USD,4391,,,,135421728,,,26679,12.5026,14.54,1800,4391,17.44,,2.29,11.71,0.01,False,0.0346,3000,12.86,12.73,,https://logo.clearbit.com/graham-mfg.com
