,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,Canonâs Court,Oil & Gas Midstream,22 Victoria Street,0.74906,0.4418,0.82258004,84757000,-0.009,0.59416,105713000,3.5,hold,119023000,66222124,6.13,4.48,-0.149,0.912,0.05301,4,8.94,85.484,0.12457,20,45373000,439353984,141127008,1.36,USD,4.232,0.742,3,NYQ,Hoegh LNG Partners LP,Höegh LNG Partners LP,America/New_York,EST,False,-18000000,,EQUITY,HMLP,,,finmb_267355600,b2aa26bb-16cb-3a76-af62-cdee54f299e5,us_market,,5.099,,6.807,-0.6790831,,1.34,,33373000,,,,10.124,170927,0.0050999997,,1609372800,0.07909,46934000,1.407,0.01,0.2918527,0.44251287,0.47158,1672444800,,1632960000,0.9,1635465600,17517489,1.736353,719570048,4,,,,,1635379200,,-0.109,1.056646,1638230400,0.31,,2.6508875,,0.0097,136694,,,,4.42,4.48,10.74925,0.39819002,1.2222,,4.48,,361887,4.42,4.7476,1.76,4.48,361887,,,1.33,1628121600,,,4.398,USD,3.0853994,54970,,,,149457280,,,275915,4.398,4.45,1100,54970,18.17,,11.76,3.77,4.43,False,0.2538,800,4.48,4.48,,https://logo.clearbit.com/hoeghlngpartners.com
