,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,1980 Festival Plaza Drive,REIT—Diversified,Suite 750,0.94704,0.22197,0.96508,665678016,-0.001,0.68345,831694016,37,buy,662790000,497728992,41.5,38.24,-0.06,1.731,0.03605,12,40.75,89.38,0.06357,44,319576000,4569626112,878206976,2.04,USD,6.07,1.611,2.5,NYQ,MGM Growth Properties LLC,MGM Growth Properties LLC,America/New_York,EST,False,-18000000,,EQUITY,MGP,,,finmb_315638543,316c2ba7-ed0a-3920-a5d6-21d63387957b,us_market,,14.059,,14.845,0.15598547,,1.44,,156660992,,,,19.195,2750782,0.0176,,1609372800,0.94158,194938000,1.347,0.52,0.2918527,1.9921856,0.0034,1672444800,,1632960000,4.02,1635465600,156128187,0.886753,12346421248,2,,,,,1632873600,,0.152,6.8215313,1638230400,0.66,,26.555555,,0.0176,2530043,264786000,,,38.43,38.43,37.3393,0.052511055,1.4944,,38.93,,854760,38.43,39.1508,2.018,38.43,,854760,,,2.08,1632873600,,,38.09,USD,28.389013,886922,,,,5990716416,,,727301,38.09,38.25,800,886922,43.19,,5.78,29.92,38.24,False,0.0544,1200,38.93,38.24,,https://logo.clearbit.com/mgmgrowthproperties.com
