,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,Kibbutz Sdot-Yam,Building Products & Equipment,0.13178,0.037019998,0.27841,46374000,0.154,0.07,66667000,18,buy,133942000,12600875,19.5,11.12,4.267,2.761,0.02931,2,19.5,26.029,0.03809,21,111517000,132586000,505887008,3.238,USD,14.694,1.652,2.5,NMS,Caesarstone Ltd.,Caesarstone Ltd.,America/New_York,EST,False,-18000000,,EQUITY,CSTE,,,finmb_27297091,1b39654e-8fea-36d7-9553-c5146c4c64eb,us_market,,1.08,,8.193,,,1.07,,34441300,,,,14.573,374923,0.0109,,1609372800,0.46995997,18730000,0.54,,,0.76305497,0.47224,1672444800,,1617148800,1.66,1619740800,20408327,0.882597,546198912,2,,,,,,4.299,0.62864834,1622160000,1.03,,10.296296,,0.0184,335514,,,11.22,11.34,13.6526,0.027629234,0.6364,,11.34,,111120,11.22,12.2876,0.31,11.34,,111120,,,0.45,1637020800,,,10.98,USD,20.218182,67052,,,,383306400,,,97520,10.98,11.15,1200,67052,19.8,,,10.55,11.11,False,0.0401,1400,11.34,11.12,,https://logo.clearbit.com/caesarstone.com
