,website,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,http://www.panamericansilver.com,1,625 Howe Street,604 684 0147,Silver,Suite 1440,0.4282,0.20104,0.47134998,402507008,0.532,0.2498,634206016,34,buy,587641000,165607120,40,23.4,2.532,2.805,0.0685,9,39.97,2.594,0.11838,47,240367008,68484000,1481106048,1.143,USD,7.045,1.158,2,NMS,Pan American Silver Corp.,Pan American Silver Corp.,America/New_York,EST,False,-18000000,,EQUITY,PAAS,,,finmb_387933,8be2cedf-9c68-3f6f-93ca-83cdd5f84737,us_market,,3.147,,7.348,,,2.72,,210262000,,,,12.378,2003255,0.0095,,1609372800,0.53845,297767008,0.847,,,1.8904507,0.0011,1672444800,,1625011200,1.23,1628812800,209651663,1.084329,4660448768,2,,,,,,2.536,3.32964,1631664000,1.2,,8.602941,,,2276364,,,23.9,24.05,28.4494,0.009205021,0.1831,,24.1481,,1803521,23.9,25.519,0.22,24.05,1803521,,,0.4,1629417600,,,23.31,USD,27.626919,1864603,,,,4931549696,,,1794924,23.31,23.62,800,1864603,39.6197,,0.71,22.2706,23.61,False,0.0174,800,24.1481,23.4,,https://logo.clearbit.com/panamericansilver.com
