,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,err,quoteSourceName,regularMarketOpen,averageDailyVolume3Month,regularMarketTime,volume24Hr,regularMarketDayHigh,averageDailyVolume10Day,regularMarketChange,currencySymbol,regularMarketPreviousClose,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,circulatingSupply,regularMarketDayLow,priceHint,currency,regularMarketPrice,regularMarketVolume,lastMarket,regularMarketSource,openInterest,marketState,marketCap,volumeAllCurrencies,strikePrice,preMarketSource,maxAge,fromCurrency,regularMarketChangePercent,logo_url
0,DTW,,,finmb_266598,d1bef49a-8aa9-3805-bc84-58cb9965f220,us_market,"{'elapsedTime': 323, 'headers': {'server': 'envoy', 'content-encoding': 'gzip', 'x-envoy-upstream-service-time': '321', 'via': 'https/1.1 media-router-api7013.prod.media.tp2.yahoo.com (ApacheTrafficServer [c s f ])', 'content-type': 'application/json;charset=utf-8', 'date': 'Sun, 12 Dec 2021 10:03:42 GMT', 'cache-control': 'max-age=0, private', 'vary': 'Origin', 'x-content-type-options': 'nosniff', 'expires': '-1', 'content-length': '177', 'x-yahoo-request-id': '6pgdfplgrbi7t', 'age': '0'}, 'requestUri': 'http://iquery.finance.yahoo.com:4080/v10/finance/quoteSummary/DTW?formatted=true&crumb=X%2FXaBZ72wgm&lang=en-US&region=US&modules=defaultKeyStatistics%2CassetProfile%2CtopHoldings%2CfundPerformance%2CfundProfile%2CesgScores&ssl=true', 'responseText': '{""quoteSummary"":{""result"":null,""error"":{""code"":""Not Found"",""description"":""No fundamentals data found for any of the summaryTypes=defaultKeyStatistics,assetProfile,topHoldings,fundPerformance,fundProfile,esgScores""}}}', 'responseXML': None, 'status': 404, 'statusCode': 404, 'statusText': 'Not Found'}",Delayed Quote,25.7244,43439,1639169997,,25.7244,29290,0.020000458,$,25.64,,0,,,NYSE,,,25.65,2,USD,25.66,109258,,DELAYED,,CLOSED,4603250176,,,FREE_REALTIME,1,,0.000780049,
