,website,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,http://www.firstindustrial.com,1,One North Wacker Drive,(312) 922-6320,REIT—Industrial,Suite 4200,0.67413,0.50891995,0.72347,241456992,0.075,0.37002,309727008,54,buy,326206000,226306752,58,63.41,0.429,1.235,0.028269999,13,59.31,81.174,0.12581,67,55574000,1625133056,459448000,0.43,USD,3.568,1.029,2.4,NYQ,"First Industrial Realty Trust, ","First Industrial Realty Trust, Inc.",America/New_York,EST,False,-18000000,EQUITY,FR,finmb_335306,us_market,,19.187,,28.462,,,1.03,,129128000,,,,14.953,2205558,0.0171,,1609372800,1.0074,233502000,1.69,,,4.2406206,0.0061299996,1672444800,,1625011200,2.09,1625011200,127836256,0.904415,8815301632,2,,,,,,0.456,17.786848,1627603200,4.13,,55.13913,,0.0233,2436486,,,62.78,63.05,53.43655,0.016884357,0.56990004,,63.63,,1119186,62.78,59.1786,1.06,63.05,,1119186,,,1.08,1640822400,,,62.87,USD,34.16487,876265,,,,8261688832,,,789382,62.87,63.33,800,876265,64.08,,2.47,40.08,61.8,False,0.017,1200,63.63,63.41,,https://logo.clearbit.com/firstindustrial.com
