,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,Building Materials,UrbanizaciÃ³n El Vivero Surco,0.23006001,0.07897,0.29023,277828000,0.245,0.16036,434404000,6.3,hold,375286000,177681120,7,6.07,-0.068,2.012,0.060310002,5,7.67,137.355,0.11576,9.7,298913984,1572280960,1888236032,3.491,PEN,22.055,0.881,2.7,NYQ,Cementos Pacasmayo S.A.A.,Cementos Pacasmayo S.A.A.,America/New_York,EST,False,-18000000,,EQUITY,CPAC,,,finmb_877470,9d1544fc-d536-3a08-a2de-aa877a397787,us_market,,0.95,,4.128,-0.2247765,,0.24,,85621400,,,,13.37,45838,0.0005,,1609372800,0.06451,149108000,0.42,0.995715,0.2918527,0.45400152,0,1672444800,,1632960000,2.09,1635465600,42953672,0.472566,1793088768,2,,,,,1624233600,,-0.068,0.27524203,1638230400,0.79,,25.291668,,,15742,,,,6.005,6.3599,6.65475,0.16985844,2.8366,,6.3599,,10020,6.005,6.1232,1.02,6.3599,,10020,,,1,1624233600,,,5.95,USD,14.452382,3669,,,,519721920,,,19645,5.95,6.7,800,3669,9.02,,,5.11,5.4,False,0.1658,900,6.3599,6.07,,https://logo.clearbit.com/cementospacasmayo.com.pe
