,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.waysidetechnology.com,1,4 Industrial Way West,Electronics & Computer Distribution,Suite 300,0.045640003,0.029719999,0.15678,12906000,0.131,0.0403,12712000,,none,33040000,11701125,,30.04,3.513,1.181,0.045560002,,,4.567,0.18055001,,29934000,2259000,278518016,7.05,USD,65.445,1.081,,NGM,"Wayside Technology Group, Inc.","Wayside Technology Group, Inc.",America/New_York,EST,False,-18000000,,EQUITY,WSTG,,,finmb_140282,fd5af179-abf2-397a-a1bb-fb667ac79c3a,us_market,,0.359,,7.857,0.5597092,,,,4385780,,,,11.525,7331,0.0017,,1609372800,0.49827,8032000,1.885,0.17,0.2918527,2.6065078,0.15927,1672444800,,1632960000,0.4,1635465600,3374324,0.796296,99879104,2,,,,,1636675200,,3.604,0.48924366,1638230400,,,,,0.0021,4705,,,,30,30.02,27.045172,0.022666667,0.4416,,30.93,,14802,30,29.238344,0.68,30.02,14802,,,0.68,1628812800,,,29.55,USD,25.47922,22863,,,,132352640,,,9789,29.55,30.5,1300,22863,34.5,,4.26,17.325,20.83,False,0.0254,900,30.93,30.04,,https://logo.clearbit.com/waysidetechnology.com
