,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,"Centre 600, Unit B",Semiconductors,16th Floor 82 King Lam Street Cheung Sha Wan,0.24273,0.16268998,0.49041,129316000,0.616,0.2206,163467008,70,buy,260156000,48205124,95,89.75,0.773,3.988,0.11638,10,94.8,,0.17674999,120,357119008,0,673443008,10.225,USD,19.383,2.751,2.2,NMS,Silicon Motion Technology Corpo,Silicon Motion Technology Corporation,America/New_York,EST,False,-18000000,,EQUITY,SIMO,,,finmb_2672153,3bfe88dd-e7b4-316d-95aa-25e48b4f10ec,us_market,,3.363,,13.855,,,4.87,,35146400,,,,16.045,1256351,0.036,,1609372800,0.79319,109565000,2.28,,,5.5936427,0,1672444800,,1625011200,4.06,1628812800,29561716,1.101528,2264775936,2,,,,,,0.756,4.683974,1631664000,1.82,,18.42916,,,972834,,,88.44,89.49,68.3585,0.015829941,0.97900003,,90.49,,524856,88.44,71.2848,1.4,89.49,524856,,,1.4,1628035200,,,87.86,USD,39.364037,504500,,,,3154389504,,,280951,87.86,88.96,800,504500,91.015,,2.46,44.33,88.31,False,0.0186,1100,90.49,89.75,,https://logo.clearbit.com/siliconmotion.com
