,website,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.turquoisehill.com,1,1 Place Ville-Marie,604 688 7168,Copper,Suite 3680,0.5993,0.28226,0.6718,496209984,1.354,0.50659,1121997056,10.14,hold,408698000,-187250752,11.7,14.6,-0.728,2.047,0.043920003,3,15.44,47.198,0.083739996,24.47,849872000,4202396928,1872177024,4.223,USD,9.304,1.484,3,NYQ,Turquoise Hill Resources Ltd.,Turquoise Hill Resources Ltd.,America/New_York,EST,True,-18000000,,EQUITY,TRQ,,,finmb_880408,1332a004-873c-3ddd-a750-5848f720570e,us_market,,2.803,,4.676,0.24361157,,0.92,,201231008,,,,49.432,2640313,0.013099999,,1609372800,0.37092,528436000,2.626,,0.2918527,0.29535526,0.50808,1672444800,,1632960000,2.1,1635465600,64440346,1.757381,5247011328,2,,1603670400,1:10,,,,-0.728,1.5808544,1638230400,-0.27,,15.869565,,0.014099999,2399211,,,,14.92,15.09,15.66275,,0,,15.3027,,799520,14.92,13.6088,,15.09,,799520,,,,,,,14.59,USD,5.5597873,934312,,,,2959639296,,,843921,14.59,15,800,934312,21.89,,,9.75,14.44,False,,800,15.3027,14.6,,https://logo.clearbit.com/turquoisehill.com
