,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,Plot no. 44/97 A,91 80 2852 0362,Information Technology Services,3rd cross Electronic City Hosur Road,0.26684,0.19037001,0.33344,3396000000,0.207,0.24261999,3977999872,18,buy,4608000000,2633750016,23.48,23.19,0.133,2.167,0.16347,10,23.29,7.312,0.29676,27.3,3103000064,693000000,14908000256,0.74,USD,3.52,1.917,2.3,NYQ,Infosys Limited,Infosys Limited,America/New_York,EST,False,-18000000,,EQUITY,INFY,,,finmb_398006,ba2e8c5e-5629-394a-a562-9c7ea21f5056,us_market,,6.361,,23.838,,,0.77,,4261270016,,,,2.46,27177713,0.0064999997,,1617148800,0.18481001,2838000128,0.61,,,9.426829,0,1680220800,,1632960000,4.53,1635465600,3627236372,0.592477,94827569152,2,,1536710400,2:1,,,0.123,6.6285787,1638230400,4.29,,30.116884,,,24316989,,,23.25,23.32,21.12335,0.015483872,0.5494,,23.535,,7040620,23.25,22.9316,0.36,23.32,7040620,,,0.4,1635206400,,,23.111,USD,38.01639,1704099,,,,98818850816,,,7644071,23.111,23.14,800,1704099,24.28,,2.46,15.49,23.13,False,0.0174,3000,23.535,23.19,,https://logo.clearbit.com/infosys.com
