,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.republicservices.com,1,18500 North Allied Way,Waste Management,0.30047,0.111099996,0.41466,2700400128,0.141,0.19075,3279699968,129,buy,4128300000,1356674944,141,135.49,0.357,0.673,0.05475,13,141.23,107.99,0.1409,154,40100000,9588299776,10915399680,0.126,USD,34.193,0.592,2.1,NYQ,"Republic Services, Inc.","Republic Services, Inc.",America/New_York,EST,True,-18000000,,EQUITY,RSG,,,finmb_386225,db65dacd-88a8-39fa-ac53-7a1fe7132a6e,us_market,,4.811,,16.013,0.4277134,,4.63,,317095008,,,,27.939,1434356,0.0045,,1609372800,0.96004,1212700032,3.79,0.46,0.2918527,4.849494,0.00166,1672444800,,1632960000,1.57,1635465600,207655868,0.76935,52516974592,2,,1174262400,3:2,,1640908800,,0.347,3.9360178,1638230400,3.1,,29.2635,,0.0069,1793122,,,,134.5,135.16,116.1479,0.012899628,0.4578,,136.39,,1099990,134.5,131.8632,1.735,135.16,,1099990,,,1.84,1640908800,,,134.57,USD,35.749344,871431,,,,42963206144,,,1028873,134.57,135.67,900,871431,145.98,,1.83,88.62,135.47,False,0.0136,900,136.39,135.49,,https://logo.clearbit.com/republicservices.com
