,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,Science Park,86 31 2869 8212,Paper & Paper Products,Juli Road Xushui District,0.09283,-0.03281,0.050079998,7331462,0.352,-0.01657,13767771,,none,5701985,-29769340,,0.2725,,3.332,-0.00715,,,7.875,-0.025810001,,26575582,16377758,148311712,0.268,USD,3.104,2.472,,ASE,"IT Tech Packaging, Inc.","IT Tech Packaging, Inc.",America/New_York,EST,False,-18000000,,EQUITY,ITP,,,finmb_38895194,98bd8ab7-7ef7-34ff-9865-b4a6c53db7ae,us_market,,0.113,,1.22,-0.5970149,,,,99049904,,,,2.1,2166398,0.0219,,1609372800,0.01355,-4866238,-0.103,0.005,0.2918527,0.12976192,0.05469,1672444800,,1632960000,0.28,1635465600,93632861,0.285194,16793274,4,,1257379200,1:4,,1385424000,,,0.181989,1638230400,,,,,0.0231,2642244,,,,0.2791,0.2737,0.4659,,0,,0.2848,,1694530,0.2791,0.3612,,0.2737,,1694530,,,,1385424000,,,0.2701,USD,1549662,,,,26991100,,,4163348,0.2701,0.2745,800,1549662,1.45,,,0.25,0.2735,False,,2200,0.2848,0.2725,,https://logo.clearbit.com/itpackaging.cn
