,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,http://www.walgreensbootsalliance.com,1,108 Wilmot Road,Pharmaceutical Retailers,0.02925,-0.00433,0.19391,5555999744,0.046,0.01808,4168000000,40,hold,28017000000,-1653500032,52,49.5,0.104,0.835,0.0178,18,52.25,190.299,-0.029260002,68,1030000000,41742000128,142506999808,1.192,USD,164.216,0.189,3,NMS,"Walgreens Boots Alliance, Inc.","Walgreens Boots Alliance, Inc.",America/New_York,EST,True,-18000000,,EQUITY,WBA,,,finmb_93624,888fa4a2-1f3d-3718-83dd-229207680ca9,us_market,,0.611,,20.876,,,5.18,,864393984,,,,24.424,12800840,0.0148,,1598832000,0.58453,-649000000,-0.712,,,2.026695,0.17255,1661904000,,1614470400,2.61,1620950400,715779086,0.455434,87010787328,2,,919123200,2:1,,,0.085,0.30024844,1623715200,2.12,,9.5559845,,0.0179,11987683,,,49.17,49.61,50.333076,0.037827946,,,49.94,,7790523,49.17,47.8916,1.86,49.61,7790523,,,1.87,1621468800,,,49.0937,USD,4121610,,,,42787504128,,,6276175,49.0937,49.47,800,4121610,57.05,,2.89,39.03,49.26,False,0.036,1300,49.94,49.5,,https://logo.clearbit.com/walgreensbootsalliance.com
