,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.santander.com.br,1,Av. Pres Juscelino Kubitschek,Banks—Regional,2041 & 2235 Building A Vila OlÃ­mpia,0,0.30083,0,4307033088,-0.076,0.63332003,,6,hold,30355937000,,8.4,5.66,0.014,,0.01704,5,8.68,,0.14929,11,107168907264,264762212352,51918749696,28.705,BRL,13.896,,2.8,NYQ,Banco Santander Brasil SA,Banco Santander (Brasil) S.A.,America/New_York,EST,False,-18000000,EQUITY,BSBR,finmb_34120227,us_market,,3.449,,,-0.33723652,,0.85,,7466890240,,,,28.27,2425010,0.00029999999,,1609372800,0.06545,15618930688,0.744,0.143188,0.2918527,0.20021223,0,1672444800,,1632960000,3.14,1635465600,366474912,0.949757,179062718464,2,,,,,1636070400,,0.015,0.8020254,1638230400,0.75,,6.581395,,,2711625,,,,5.68,5.73,7.2238307,0.094894364,0.7888,,5.73,,826613,5.68,6.2097225,0.539,5.73,826613,,,0.7,1628121600,,,5.58,USD,7.690217,234944,,,,42262597632,,,1013449,5.58,5.6,1300,234944,9.27,,4.23,5.58,5.59,False,0.1074,3100,5.73,5.66,,https://logo.clearbit.com/santander.com.br
