,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,"1-2, Marunouchi 1-chome",Banks—Diversified,Chiyoda-ku,0,0.28988,0,1795959947264,0.11,0.41109002,,8.71,none,2865752000000,,8.71,6.84,0.373,,0.0038299998,1,8.71,,0.07551,8.71,79311545565184,50467249848320,3058305073152,11571.349,JPY,446.2906,,,NYQ,Sumitomo Mitsui Financial Group,"Sumitomo Mitsui Financial Group, Inc.",America/New_York,EST,False,-18000000,,EQUITY,SMFG,,,finmb_2481322,787d32a3-34b0-34bf-bc65-060d1d334ceb,us_market,,-9.392,,,0.14381266,,0.86,,6852149760,,,,1794.7786,2247368,0.00029999999,,1617148800,0.01835,873421012992,1.1234,0.171017,0.2918527,0.003811055,0,1680220800,,1632960000,1.4,1635465600,6851458369,0.946327,-28723048873984,2,,1288569600,1:2,,1616976000,,0.374,0.015285666,1638230400,,,7.354839,,,4908153,,,,6.81,6.84,7.02925,28.634361,0.1851,,6.845,,1977528,6.81,6.7614,195,6.84,1977528,,,0.35,1616976000,,,6.77,USD,143.69748,1364730,,,,46136418304,,,1556211,6.77,8.28,1100,1364730,7.95,,4.62,5.94,6.76,False,0.052399997,3000,6.845,6.84,,https://logo.clearbit.com/smfg.co.jp
