,market,err,quoteSourceName,regularMarketOpen,averageDailyVolume3Month,regularMarketTime,volume24Hr,regularMarketDayHigh,averageDailyVolume10Day,longName,regularMarketChange,currencySymbol,regularMarketPreviousClose,preMarketPrice,exchangeDataDelayedBy,toCurrency,postMarketChange,postMarketPrice,exchangeName,preMarketChange,circulatingSupply,regularMarketDayLow,priceHint,currency,regularMarketPrice,regularMarketVolume,lastMarket,regularMarketSource,openInterest,marketState,underlyingSymbol,marketCap,volumeAllCurrencies,strikePrice,preMarketSource,maxAge,fromCurrency,regularMarketChangePercent,logo_url
0,us_market,"{'elapsedTime': 15, 'headers': {'server': 'envoy', 'x-envoy-upstream-service-time': '6', 'via': 'https/1.1 media-router-api7005.prod.media.sg3.yahoo.com (ApacheTrafficServer [cMsSf ])', 'content-type': 'application/json;charset=utf-8', 'x-request-id': 'a3be17a6-a4d3-49d0-bdcc-7a88ab48d0f6', 'date': 'Sun, 12 Dec 2021 13:24:42 GMT', 'cache-control': 'max-age=0, private', 'vary': 'Origin', 'expires': '-1', 'y-rid': 'a8l47adgrbu0p', 'content-length': '216', 'x-yahoo-request-id': 'a8l47adgrbu0p', 'age': '1'}, 'requestUri': 'http://iquery.finance.yahoo.com:4080/v10/finance/quoteSummary/JMPNL?formatted=true&crumb=.8cR5rrmQw9&lang=en-US&region=US&modules=defaultKeyStatistics%2CassetProfile%2CtopHoldings%2CfundPerformance%2CfundProfile%2CesgScores&ssl=true', 'responseText': '{""quoteSummary"":{""result"":null,""error"":{""code"":""Not Found"",""description"":""No fundamentals data found for any of the summaryTypes=defaultKeyStatistics,assetProfile,topHoldings,fundPerformance,fundProfile,esgScores""}}}', 'responseXML': None, 'status': 404, 'statusCode': 404, 'statusText': 'Not Found'}",Delayed Quote,25.12,3393,1631302602,,25.13,4150,,0.00999832,$,25.12,,0,,,,NasdaqGM,,,25.12,2,USD,25.13,3755,,FREE_REALTIME,,CLOSED,,,,,DELAYED,1,,0.000398022,
