,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,Steel,Nam-Gu,0.13824001,0.060349997,0.1193,7050483990528,0.333,0.08168,8831870435328,97.8,strong_buy,4706573751020,2701352763392,97.8,60.07,46.574,2.263,0.039389998,1,97.8,41.505,0.085209996,97.8,16682671144960,21107618873344,63886619312128,55148.906,KRW,207493.1,1.552,1,NYQ,POSCO,POSCO,America/New_York,EST,False,-18000000,,EQUITY,PKX,,,finmb_381388,5a998e15-dc67-374f-a5e2-338fa4d29215,us_market,,0.134,,0.968,,,7.21,,302502016,,,,145797.12,196887,0.0007,,1609372800,0.04219,3850527309824,4.49675,,,0.00041201088,0,1672444800,,1625011200,1.08,1627603200,285719461,1.000897,8547365027840,2,,,,,,40.317,0.000283335,1630368000,,,8.331484,,,177317,,,61.75,60.28,72.0038,129.55466,0.2589,,60.285,,213410,61.75,62.8166,8000,60.28,213410,,,2.88,1624924800,,,59.6,USD,13.358537,68638,,,,18101313536,,,203871,59.6,59.92,800,68638,92.19,,3.58,54.4,59.71,False,0.0368,2200,60.285,60.07,,https://logo.clearbit.com/posco.com
