,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,Avenida del Libertador 6363,54 11 4346 5325,Utilities—Regulated Electric,11Â° floor,0.03194,-0.39196,0.13206,8515999744,-0.164,-0.050329998,2302000128,4.2,underperform,13520000000,12066154496,4.5,5.49,,0.563,-0.012180001,3,4.57,14.401,-0.39334,5,17973000192,10485000192,72067997696,410.661,ARS,1647.26,0.521,3.6,NYQ,Empresa Distribuidora Y Comerci,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,America/New_York,EST,False,-18000000,EQUITY,EDN,finmb_27893,us_market,,-0.101,,-3.148,0.55524075,,6.05,,43766000,,,,1663.58,16225,0.0004,,1609372800,0.00426,-28248000512,-6.36,,0.2918527,0.0033001117,0,1672444800,,1632960000,0.47,1635465600,,1.885398,-7247724544,2,,,,,,,,0.006938175,1638230400,,,0.9074379,,,55973,,,,5.8,5.75,5.0198865,,0,,5.75,,39156,5.8,6.3257,,5.75,,39156,,,,,,,5.4001,USD,9634,,,,500020384,,,38212,5.4001,6.65,1000,9634,7.9,,,3.27,5.35,False,,1000,5.75,5.49,,https://logo.clearbit.com/edenor.com
