,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,Globe House,44 20 7845 2118,Tobacco,4 Temple Place,0.47033,0.24115999,0.82192004,8556000256,-0.008,0.43637002,12078000128,48,strong_buy,21329000000,4945750016,49.56,36.72,-0.06,0.779,0.04836,2,49.56,71.248,0.09585,51.12,3350000128,45010001920,25679998976,1.465,GBP,11.231,0.403,1,NYQ,British American Tobacco  Indus,British American Tobacco p.l.c.,America/New_York,EST,False,-18000000,,EQUITY,BTI,,,finmb_326614,9cd4708c-3d8e-38ab-993e-f36e086ad39d,us_market,,4.903,,10.425,-0.045489967,,3.97,,2294670080,,,,27.502,1752186,0.0008,,1609372800,0.04998,6192999936,3.568,0.746191,0.2918527,1.3351756,0.00259,1672444800,,1625011200,0.43,1635465600,2095715320,0.723905,125915643904,2,,1487030400,2:1,,1640217600,,-0.06,3.2810924,1638230400,,,9.249371,,,4342930,,,,35.64,36.32,37.48205,0.059034795,0.7929,,36.585,,5750670,35.64,35.0946,2.104,36.32,5750670,,,2.98,1632960000,,,36.185,USD,9.439589,4013722,,,,84258447360,,,4027212,36.185,36.58,1400,4013722,41.14,,5.56,33.62,36.57,False,0.0802,3200,36.585,36.72,,https://logo.clearbit.com/bat.com
