,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.bauschhealth.com,1,2150 St. ElzEar Boulevard West,Drug Manufacturers—Specialty & Generic,0.38787997,-0.13845,0.71446997,1796000000,-0.013,0.19654,3278000128,32.9,none,5778000000,2399375104,44.92,24.38,1.604,0.979,0.034140002,4,43.33,,-4.4653797,50.61,690000000,22357999616,8450999808,1.92,USD,23.616,0.445,,NYQ,Bausch Health Companies Inc.,Bausch Health Companies Inc.,America/New_York,EST,True,-18000000,,EQUITY,BHC,,,finmb_345779,9e7b84f3-aa99-3efa-83c3-c9d91980d6fa,us_market,,3.609,,9.304,0.18292093,,5.71,,359331008,,,,-0.568,12862974,0.0358,,1609372800,0.74401003,-1170000000,-3.273,1,0.2918527,,0.02955,1672444800,,1632960000,4.3,1635465600,323182083,1.550129,30497484800,2,,971654400,2:1,,1289347200,,1.648,1.0339242,1638230400,0.53,,5.121848,,0.040999997,14582615,,,,24.76,24.91,29.06155,,0,,24.94,,2573710,24.76,26.8504,,24.91,2573710,,,,1289347200,,,24.3,USD,405976,,,,8737693696,,,2185360,24.3,24.35,900,405976,34.8,,,19.52,24.34,False,,1000,24.94,24.38,,https://logo.clearbit.com/bauschhealth.com
