,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,QIHAO Plaza,Internet Content & Information,8th Floor No. 8 Xinyuan South Road Chaoyang District,0.34694,0.15859,0.83168,885502976,0.304,0.32334,747390976,44.5,buy,1387751000,16879000,58.5,31.65,4.148,4.173,0.067090005,22,58.43,73.372,0.11424,73,2707177984,2443580928,2154205952,11.817,USD,9.448,2.947,2.1,NMS,Weibo Corporation,Weibo Corporation,America/New_York,EST,False,-18000000,EQUITY,WB,finmb_260426678,us_market,,3.292,,9.487,-0.24155283,,3.38,,234592000,,,,14.086,16812390,0.0734,,1609372800,0.43581,341628000,1.492,,0.2918527,2.2469118,0.06122,1672444800,,1632960000,10.95,1635465600,135070352,1.038961,7090634752,2,,,,,,,4.377,3.3475857,1638230400,0.65,,10.275974,,,15159401,,,,31.52,31.43,49.79785,,0,,31.87,,2975500,31.52,43.6478,,31.43,2975500,,,,,,,30.63,USD,22.934782,1470544,,,,7211388928,,,1258087,30.63,32,900,1470544,64.7,,,30.38,31.6,False,,1300,31.87,31.65,,https://logo.clearbit.com/ir.weibo.com
