,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,"Plaza San NicolÃ¡s, 4",Banks—Diversified,0,0.26092,0,-3316999936,0.135,0.46572,,7.94,strong_buy,15488000000,,7.94,5.78,1.034,,0.0070999996,1,7.94,,0.09876,7.94,121850003456,107756003328,17749000192,18.318,EUR,2.667,,1,NYQ,Banco Bilbao Vizcaya Argentaria,"Banco Bilbao Vizcaya Argentaria, S.A.",America/New_York,EST,False,-18000000,,EQUITY,BBVA,,,finmb_199526,b3a09ab0-50a5-37e4-b90f-afda8e81bdcd,us_market,,1.689,,,0.19421482,,0.76,,6618350080,,,,6.756,1460333,0.0002,,1609372800,0.027420001,3670000128,0.722,0.092349,0.2918527,0.85553586,1.0000001e-05,1672444800,,1632960000,0.9,1635465600,6578715828,1.962962,29981904896,2,,1239062400,1:1,,1633651200,,0.226,2.3903482,1638230400,0.2,,9.4754095,,,1622692,,,,5.7,5.73,6.17855,0.010350877,0,,5.805,,3438244,5.7,6.4138,0.059,5.73,3438244,,,0.07,1619481600,,,5.71,USD,8.198582,2402714,,,,38494167040,,,1788992,5.71,5.73,27000,2402714,7.255,,5.54,4.53,5.72,False,0.0113,21500,5.805,5.78,,https://logo.clearbit.com/bbva.com
