,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,http://www.acorda.com,1,420 Saw Mill River Road,914 347 4560,Biotechnology,-0.27391002,-0.86911005,0.58381003,-37033000,-0.055,-0.52002996,-41607000,10,buy,96785000,10166875,10,2.65,,1.669,-0.08095,1,10,98.212,-0.54848,10,45714000,187075008,151898000,4.111,USD,16.933,0.883,2,NMS,"Acorda Therapeutics, Inc.","Acorda Therapeutics, Inc.",America/New_York,EST,False,-18000000,,EQUITY,ACOR,,,finmb_24246,6677f3ed-ce73-34bc-a776-76e782fb0960,us_market,,1.228,,-4.482,,,-0.96,,11124400,,,,21.781,570372,0.0513,,1609372800,0.34058997,-132016000,-14.959,,,0.12166568,0.01626,1672444800,,1625011200,4.13,1630368000,9317948,0.579894,186502544,4,,1609718400,1:6,,,,0.19407538,1632960000,-0.02,,-2.7604167,,0.0521,939358,,,2.69,2.7,4.225275,,0,,2.7,,228860,2.69,3.6961,,2.7,228860,,,,,,,2.61,USD,122828,,,,29479662,,,150445,2.61,2.85,800,122828,8.66,,,2.3402,2.63,False,,1000,2.7,2.65,,https://logo.clearbit.com/acorda.com
