,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,Esentai Tower BC,Capital Markets,Floor 7 77/7 Al Farabi Avenue,0,0.57275003,0.67014,122122000,3.759,0.66760004,,76,none,171223000,,76,68.91,7.592,1.294,0.19642,1,76,113.232,0.97707003,76,1714905984,615276992,612907008,28.805,USD,10.42,1.102,,NCM,Freedom Holding Corp.,Freedom Holding Corp.,America/New_York,EST,False,-18000000,EQUITY,FRHC,finmb_317578100,us_market,,4.899,,,0.5761665,,4.35,,59534700,,,,9.136,733014,0.0123000005,,1617148800,0.022739999,351041984,5.963,332.5,0.2918527,7.542689,0.7157,1680220800,,1632960000,1.34,1635465600,16925719,1.150649,3002406912,2,,1504656000,1:25,,1031011200,,7.634,6.6935706,1638230400,,,15.84138,,0.0433,789476,,,,67.66,67.88,59.91365,,0,,68.93,,501990,67.66,67.0684,,67.88,,501990,,,,1031011200,,,67.66,USD,11.556265,323413,,,,4102536448,,,403122,67.66,68.94,900,323413,72.43,,,41,68.4,False,,800,68.93,68.91,,https://logo.clearbit.com/freedomholdingcorp.com
