,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,900 Circle 75 Parkway,Pharmaceutical Retailers,Suite 690,0.07944,0.16935,0.19206,1365000,-0.033,0.04599,3232000,2.35,none,7814000,-6719125,2.35,1.99,,2.27,0.03928,1,2.35,20.851,0.40153,2.35,9962000,4339000,40685000,1.439,USD,5.89,1.835,,ASE,"SunLink Health Systems, Inc.","SunLink Health Systems, Inc.",America/New_York,EST,False,-18000000,,EQUITY,SSY,,,finmb_283538,3c1c36d2-8114-38bf-a5f0-f9e66ea3a591,us_market,,0.28,,3.53,,,,,6920050,,,,2.304,6015,0.00090000004,,1625011200,0.16374001,6937000,0.221,,,0.8637153,0.28755,1688083200,,1625011200,0.07,1632960000,5358670,1.056103,11410411,4,,,,,,,0.3384761,1635465600,,,,,0.0011999999,212461,,,2,2,2.594509,,0,,2.0799,,51682,2,2.33453,,2,51682,,,,623030400,,,1.9,USD,9.004525,22960,,,,13770900,,,107963,1.9,2.19,1100,22960,7.62,,,1.04,1.95,False,,1000,2.0799,1.99,,https://logo.clearbit.com/sunlinkhealth.com
