,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,"Tower A, Global Trade Center",86 10 5957 5252,Medical Care Facilities,Room 2701-05 36 North Third Ring Road East Dongcheng District,-1.06145,-1.39002,0.05867,-229766000,0.416,-1.37886,-236715008,,none,13083000,-717951488,,2.1901,,1.32,-0.03991,,,98.052,-0.18834999,,334264000,2354063104,223011008,7.699,CNY,5.105,0.908,,NYQ,Concord Medical Services Holdin,Concord Medical Services Holdings Limited,America/New_York,EST,False,-18000000,,EQUITY,CCM,,,finmb_45563580,29ca5e95-b87c-31d6-916a-7df3fa01314d,us_market,,23.222,,-21.877,0.15263152,,-0.15,,43417200,,,,-15.269,2696,0.0001,,1609372800,0.00641,-669908992,-2.401,0.99,0.2918527,,0.17995001,1672444800,,1609372800,0.77,1635465600,13301302,0.030687,5178672128,4,,,,,1450828800,,,0.42635116,1638230400,,,-14.600666,,,2346,,,,2.08,2.02,3.007,,0,,2.21,,4970,2.08,2.5376,,2.02,4970,,,,1450828800,,,2.06,USD,3479,,,,95081000,,,4392,2.06,2.15,1000,3479,5.89,,,1.9,2.09,False,,1000,2.21,2.1901,,https://logo.clearbit.com/concordmedical.com
