,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,http://www.zoetis.com,1,10 Sylvan Way,Drug Manufacturers—Specialty & Generic,0.41175997,0.26024,0.7001,2252000000,0.114,0.36003,3136000000,184,buy,4637000000,1500249984,227,231.45,0.16,4.542,0.12495,13,225,144.328,0.47756,240,3297999872,6755999744,7616000000,6.971,USD,16.034,3.025,1.7,NYQ,Zoetis Inc.,Zoetis Inc.,America/New_York,EST,False,-18000000,EQUITY,ZTS,finmb_215548781,us_market,,13.877,,33.7,,,5.07,,474767008,,,,8.609,2832131,0.006,,1609372800,0.92328,1982000000,3.71,,,26.884655,0.0023,1672444800,,1632960000,2.08,1632960000,472359358,0.64987,105683566592,2,,,,,,0.152,14.378284,1635465600,3.41,,44.68147,,0.006,3691108,,,230.16,229.9,190.28935,0.0041275634,0.2289,,231.91,,1669380,230.16,213.5158,0.95,229.9,,1669380,,,1.3,1642550400,,,229.24,USD,55.784523,1188097,,,,109505011712,,,1528059,229.24,232.97,900,1188097,231.91,,0.56,141.41,231.4,False,0.0056,1200,231.91,231.45,,https://logo.clearbit.com/zoetis.com
