,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.gormanrupp.com,1,600 South Airport Road,419 755 1251,Specialty Industrial Machinery,0.13409,0.08213,0.25865,61269000,0.148,0.1015,49166000,46,hold,89555000,38992124,46,45.43,0.208,5.085,0.05706,1,46,,0.09279,46,131120000,0,366652000,5.019,USD,14.041,3.468,3,NYQ,Gorman-Rupp Company (The),The Gorman-Rupp Company,America/New_York,EST,False,-18000000,,EQUITY,GRC,,,finmb_275858,46d3add7-28ba-323b-83f0-8579b0dd969f,us_market,,2.88,,21.474,0.3130058,,1.54,,26126600,,,,12.611,349330,0.0134000005,,1609372800,0.59279996,30115000,1.153,0.17,0.2918527,3.6024106,0.17753,1672444800,,1632960000,6.57,1635465600,23505093,0.538755,1055813248,2,,1386720000,5:4,,1636675200,,0.209,3.3560789,1638230400,2.3,,28.753164,,0.0134000005,444640,,,,45.28,45.66,36.79105,0.013250885,0.5545,,45.66,,69130,45.28,42.365,0.6,45.66,69130,,,0.62,1628726400,,,44.93,USD,43.724735,6848,,,,1186454400,,,53910,44.93,45.09,800,6848,47.12,,1.62,30.35,44.94,False,0.0167,1000,45.66,45.43,,https://logo.clearbit.com/gormanrupp.com
