,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,http://www.mantech.com,1,2251 Corporate Park Drive,Software—Application,0.095740005,0.051170003,0.14947,209115008,0.025,0.066939995,244780992,84,buy,379593000,138117376,90,69.34,0.212,1.589,0.047930002,7,89.86,8.122,0.08276,100,64874000,132300000,2556782080,1.594,USD,63.201,1.471,2.4,NMS,ManTech International Corporati,ManTech International Corporation,America/New_York,EST,False,-18000000,,EQUITY,MANT,,,finmb_955448,4ebaaead-5a44-3f69-8cc2-bef2c73bd8bd,us_market,,1.276,,13.325,,,3.73,,27424700,,,,39.422,344614,0.0085,,1609372800,1.00919,130840000,3.051,,,1.7589163,0.010299999,1672444800,,1625011200,3.12,1627603200,27251913,0.788051,3261734400,2,,,,,,0.222,1.1041439,1630368000,4.02,,19.868195,,0.0178,474914,,,68.81,69.34,82.43865,0.021217847,0.4294,,69.54,,129557,68.81,77.4828,1.46,69.34,,129557,,,1.52,1638403200,,,68.61,USD,20.38812,97654,,,,2824849152,,,135502,68.61,69.27,900,97654,101.35,,1.71,66.91,69.2,False,0.0219,800,69.54,69.34,,https://logo.clearbit.com/mantech.com
