,website,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,http://www.liquidia.com,1,419 Davis Drive,919 328 4402,Biotechnology,Suite 100,0,0,0.77148,-47243156,,-5.2062097,-34183284,2,buy,501916,-18009794,4.5,4.3,,10.228,-0.33508998,4,4.25,20.801,-1.06473,6,67889496,16436988,7199345,1.306,USD,0.166,10.165,2,NCM,Liquidia Corporation,Liquidia Corporation,America/New_York,EST,False,-18000000,,EQUITY,LQDA,,,finmb_22761611,4e9d716d-8a04-3fbc-8a5a-0151bfd0dd75,us_market,,12.995,,-2.737,,,-0.68,,51973000,,,,1.451,659095,0.0127,,1609372800,0.42561,-46789828,-1.439,,,2.9634736,0.19385,1672444800,,1625011200,3.98,1628812800,33705301,0.061156,93557888,4,,,,,,,31.042255,1631664000,,,-6.3235297,,0.023,695023,,,4.35,4.38,2.9894,,0,,4.4298,,327981,4.35,3.8874,,4.38,327981,,,,,,,4.16,USD,173326,,,,223483904,,,520280,4.16,4.34,800,173326,5.4,,,2.25,4.31,False,,1800,4.4298,4.3,,https://logo.clearbit.com/liquidia.com
