,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,No. 6 Hai Dian Zhong Street,86 10 6260 5511,Education & Training Services,Haidian District,0.08874,0.078200005,0.52371,1130084992,0.518,0.03486,379503008,,buy,2239664000,739852608,,2.3,,1.894,0.01115,,,43.089,0.058319997,,6260961792,2162292992,4276538880,3.69,USD,2.599,1.838,2,NYQ,New Oriental Education & Techno,New Oriental Education & Technology Group Inc.,America/New_York,EST,True,-18000000,,EQUITY,EDU,,,finmb_27816540,cc868cdf-1e3c-3947-980a-894e0c3eac68,us_market,,-0.021,,-0.239,-0.8567246,,0.04,,1696969984,,,,2.907,107292903,0.063200004,,1622419200,0.6218,334414016,0.2,0.045,0.2918527,0.79119366,0.0191,1685491200,,1622419200,2.82,1635465600,1471812710,0.88,-90745776,4,,1615507200,10:1,,1504224000,,,0.91266114,1638230400,,,57.5,,,99008324,,,,2.21,2.23,7.29576,,0,,2.33,,41169620,2.21,2.1738,,2.23,,41169620,,,,1504224000,,,2.19,USD,11.5,33539617,,,,3903030784,,,39172862,2.19,2.29,39400,33539617,19.974,,,1.68,2.31,False,,34100,2.33,2.3,,https://logo.clearbit.com/neworiental.org
