,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.ibm.com,1,One New Orchard Road,Information Technology Services,0.21030001,0.06401,0.48443002,16112000000,0.003,0.119849995,15658999808,115,buy,35575000000,12530875392,147,124.09,-0.338,0.836,0.03739,17,146.05,263.801,0.21405001,170,8055000064,58978000896,74461003776,8.982,USD,83.234,0.65,2.5,NYQ,International Business Machines,International Business Machines Corporation,America/New_York,EST,True,-18000000,,EQUITY,IBM,,,finmb_112350,cbf44511-d041-3c6d-9dd7-3cc0c033122c,us_market,,2.18,,10.367,0.004533291,,10.16,,896320000,,,,24.786,22800642,0.0254,,1609372800,0.57904,4675999744,5.283,1.64,0.2918527,5.0064554,0.0013,1672444800,,1632960000,4.01,1635465600,895221981,1.212336,162335948800,2,,927763200,2:1,,1636416000,,-0.335,1.490266,1638230400,1.83,,10.297925,,0.0255,26199957,,,,123.57,124.3,136.47707,0.052763615,1.122,,125.33,,6107592,123.57,125.882454,6.52,124.3,6107592,,,6.56,1628467200,,,123.522,USD,20.757778,2286620,,,,110877270016,,,5698429,123.522,123.95,1000,2286620,152.84,,4.45,114.56,123.93,False,0.0478,800,125.33,124.09,,https://logo.clearbit.com/ibm.com
