,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.encorewire.com,1,1329 Millwood Road,972 562 3644,Electrical Equipment & Parts,0.24937001,0.18545,0.3025,233866000,1.109,0.23962,569992000,150,strong_buy,194535000,21707124,160,128.48,7.343,6.09,0.29321,2,160,,0.41957,170,294860000,0,2285691904,14.557,USD,111.326,5.466,1.5,NMS,Encore Wire Corporation,Encore Wire Corporation,America/New_York,EST,False,-18000000,EQUITY,WIRE,finmb_28064,us_market,,1.01,,4.049,1.2595849,,9.88,,20256000,,,,59.752,607703,0.03,,1609372800,0.89722997,423880000,20.496,0.02,0.2918527,2.1502209,0.02764,1672444800,,1632960000,2.18,1635465600,19756098,1.144935,2307632896,2,,1092700800,3:2,,1641427200,,7.354,1.138601,1638230400,0.58,,13.004048,,0.0368,506348,,,,126.58,129.75,90.89883,0.00063201133,0.0039,,130.4251,,304035,126.58,128.4756,0.08,129.75,,304035,,,0.08,1641427200,,,126.11,USD,6.26854,359976,,,,2602490880,,,247597,126.11,129.1,1000,359976,151.64,,0.15,54.885,115.33,False,0.00059999997,800,130.4251,128.48,,https://logo.clearbit.com/encorewire.com
