,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.celestica.com,1,5140 Yonge Street,Electronic Components,Suite 1900,0.04249,0.01672,0.08108,210700000,-0.054,0.02648,234100000,8.5,hold,413600000,113975000,10.5,10.68,0.189,1.672,0.02333,9,10.36,39.611,0.06418,11.5,477200000,582000000,5509199872,3.826,USD,43.125,0.88,3,NYQ,"Celestica, Inc.",Celestica Inc.,America/New_York,EST,False,-18000000,,EQUITY,CLS,,,finmb_26238,8a5c3c27-d138-3e2b-9597-73d9c98b7154,us_market,,0.261,,6.137,0.33500004,,1.4,,106112000,,,,11.783,535638,0.0043,,1609372800,0.80233,92100000,0.721,,0.2918527,0.9063906,0.015,1672444800,,1632960000,1.29,1635465600,103988889,2.557766,1436727808,2,,945820800,2:1,,,,0.158,0.24259141,1638230400,0.34,,7.628572,,0.0061000003,365864,124712000,,,10.57,10.63,8.9099,,0,,10.7,,455170,10.57,10.2632,,10.63,,455170,,,,,,,10.46,USD,14.81276,304045,,,,1336484608,,,394921,10.46,10.67,1000,304045,11.88,,,7.01,10.65,False,,800,10.7,10.68,,https://logo.clearbit.com/celestica.com
