,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,http://www.maac.com,1,6815 Poplar Avenue,REIT—Residential,Suite 500,0.55412,0.23813,0.58235,831651968,0.058,0.24895,946881024,175,hold,985213000,770150400,197.5,216.47,1.898,0.092,0.02377,14,197.57,74.899,0.068509996,215,31881000,4584307200,1708792064,0.277,USD,14.95,0.037,2.6,NYQ,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",America/New_York,EST,True,-18000000,,EQUITY,MAA,,,finmb_332358,cc2464bb-73dc-32d9-ae28-eecc01e27c56,us_market,,15.638,,28.22,,,2.6,,114487000,,,,50.736,2448811,0.021300001,,1609372800,0.93179,402753984,2.286,,,4.266596,0.00657,1672444800,,1625011200,4.57,1627603200,114133870,0.678441,26721329152,2,,,,,,1.884,14.3391905,1630368000,8.25,,65.59697,,0.029000001,1703886,,,216.05,217.57,178.07375,0.018861374,1.0925,,217.57,,884168,216.05,202.7156,4.075,217.57,,884168,,,4.35,1642032000,,,214.49,USD,58.081566,539551,,,,24923922432,,,512350,214.49,222.7,1100,539551,218.89,,3.22,120.5,215.91,False,0.0201,800,217.57,216.47,,https://logo.clearbit.com/maac.com
