,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,One Buckhead Plaza,,3060 Peachtree Road North West Suite 500,0,1.32386,1,-3736084,0.276,0.70303,,,none,19330304,,,16.74,,0.159,,,,44.268,,,,128817672,21681060,,USD,1.424,0.158,,NYQ,Angel Oak Financial Strategies Income Term Trust,America/New_York,EST,False,-18000000,EQUITY,FINS,finmb_572348346,us_market,,17.7,,,-0.011222661,,,,15229000,,,,19.108,6584,0.0004,,1612051200,0.37967998,28702736,1.885,0.1085,0.2918527,0.8760728,0.09925,1675123200,,1627689600,0.09,1635465600,,0.46202,383751104,2,,,,,1639612800,,,11.758348,1638230400,,,,,,67607,,,,16.71,16.67,17.7178,0.07612208,0.6806,,16.76,,51050,16.71,16.9102,1.272,16.67,,51050,,,1.3,1639612800,,,16.67,USD,8.880636,29420,,,,254933456,,,111001,16.67,17.15,900,29420,18.53,,,16.35,16.61,False,0.077800006,1100,16.76,16.74,,https://logo.clearbit.com/angeloakcapital.com
