,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,Millenia Tower,65 6351 1798,Utilities—Regulated Electric,1 Temasek Avenue No. 36-01,0.11575,1.27779,0.27041999,94196000,0.382,0.0118700005,51102000,29.85,none,104384000,-277644256,29.85,46.6605,-0.383,2.927,0.00127,1,29.85,61.366,0.37727,29.85,325000000,1123000064,441470016,6.047,USD,8.203,1.927,,NYQ,Kenon Holdings Ltd.,Kenon Holdings Ltd.,America/New_York,EST,False,-18000000,,EQUITY,KEN,,,finmb_274422203,e7f3f3f6-ec7d-3d0a-85e5-3cf55518e73f,us_market,,7.915,,68.381,,,-1.32,,53879100,,,,24.382,10754,0.0002,,1609372800,0.19744,555630016,12.458,,,1.9137273,0.60438,1672444800,,1625011200,0.72,1627603200,21188788,1.005309,3494425088,2,,,,,,-0.384,5.495498,1630368000,,,-35.34886,,0.00059999997,2707,,,47.4222,47.71,36.68719,0.039222136,0.1467,,47.83,,15530,47.4222,42.30758,1.86,47.71,,15530,,,7,1642464000,,,46.6605,USD,3.6789799,11237,,,,2514025728,,,9426,46.6605,68,1000,11237,48.61,,,26.165,27.82,False,0.15,1000,47.83,46.6605,,https://logo.clearbit.com/kenon-holdings.com
