,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.atmosenergy.com,1,1800 Three Lincoln Centre,Utilities—Regulated Gas,5430 LBJ Freeway,0.40022,0.19532,0.49765,-1084251008,0.197,0.25995,1363736960,95,hold,1695754000,-2910746368,110,95.74,-0.302,0.809,0.031659998,9,108,95.652,0.09056,119,116723000,7563089920,3407490048,0.881,USD,26.256,0.131,2.6,NYQ,Atmos Energy Corporation,Atmos Energy Corporation,America/New_York,EST,False,-18000000,EQUITY,ATO,finmb_252684,us_market,,5.906,,14.757,-0.037885666,,5.89,,132426000,,,,59.711,3400899,0.0257,,1632960000,0.88427,665097984,5.12,0.68,0.2918527,1.6033896,0.01012,1696032000,,1632960000,3.67,1635465600,131240606,0.463376,20124815360,2,,769132800,3:2,,1637884800,,-0.254,3.7207634,1638230400,2.34,,16.25467,,0.032899998,3156789,,,,95.23,95.56,96.45665,0.02625223,0.48830003,,96.15,,1610430,95.23,92.9782,2.5,95.56,,1610430,,,2.72,1637884800,,,94.985,USD,18.699219,1080686,,,,12678464512,,,947648,94.985,95.77,800,1080686,104.99,,2.21,84.59,95.76,False,0.028399998,800,96.15,95.74,,https://logo.clearbit.com/atmosenergy.com
