,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,https://www.dxpe.com,1,5301 Hollister Street,713 996 4701,Industrial Distribution,0.043119997,0.0119,0.27327,40241000,0.315,0.01895,45425000,,strong_buy,258523000,11730250,,27.6,,2.176,0.01513,,,103.202,0.03454,,63043000,372911008,1053460992,3.362,USD,56.227,1.577,1,NMS,"DXP Enterprises, Inc.","DXP Enterprises, Inc.",America/New_York,EST,False,-18000000,,EQUITY,DXPE,,,finmb_382071,974e90fb-a849-305e-9570-65f27fc0e9b1,us_market,,0.786,,18.22,0.16899621,,2.4,,18570800,,,,19.259,394233,0.0212,,1609372800,0.70895,12443000,0.641,,0.2918527,1.4330962,0.078200005,1672444800,,1632960000,6.63,1635465600,16009260,2.575661,827624448,2,,1222819200,2:1,,,,,0.53872246,1638230400,1.01,,14.300519,,0.0273,608053,,,,27.29,27.48,31.10505,,0,,27.845,,85280,27.29,31.7956,,27.48,85280,,,,,,,26.85,USD,85458,,,,530110432,,,65562,26.85,27.05,800,85458,36.26,,,21.11,26.86,False,,800,27.845,27.6,,https://logo.clearbit.com/dxpe.com
