,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,AXIS House,441-405-2600,Insurance—Property & Casualty,92 Pitts Bay Road,0.11956,0.08,0.22867,1004888000,0.07,0.106879994,622406016,,none,636046000,716593600,,52.24,,0.597,0.01279,,,26.889,0.07857,,1015809024,1434524032,5205801984,11.983,USD,61.535,0.206,,NYQ,Axis Capital Holdings Limited,AXIS Capital Holdings Limited,America/New_York,EST,True,-18000000,,EQUITY,AXS,,,finmb_4793955,71b36345-516e-376a-8663-e0bea97759e4,us_market,,1.037,,8.672,0.01931703,,5.23,,84773400,,,,56.446,650032,0.0077,,1609372800,0.93684995,386208992,4.541,0.43,0.2918527,0.9254863,0.008719999,1672444800,,1632960000,2.2,1635465600,77177682,0.917989,5397276160,2,,,,,1640736000,,,0.85056496,1638230400,1.06,,9.912714,,0.0089,1063137,,,,52.33,52.79,51.3485,0.031721763,0.3709,,52.97,,372620,52.33,51.5402,1.66,52.79,372620,,,1.68,1633046400,,,51.84,USD,29.480814,258448,,,,4427872768,,,432957,51.84,52.47,1200,258448,58.61,,2.95,44.26,52.41,False,0.0313,800,52.97,52.24,,https://logo.clearbit.com/axiscapital.com
