,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,128 Vouliagmenis Avenue,30 210 96 08 359,Marine Shipping,3rd Floor Glyfada,-0.112229995,-0.62447,0.17225,-3831000,1.256,-0.27382,-1642000,6,buy,-653000,-23748500,6,2.24,,4.331,-0.02928,1,6,36.954,-0.21268,6,51386000,31119000,14630000,4.861,USD,5.326,4.157,2,NCM,Globus Maritime Limited,Globus Maritime Limited,America/New_York,EST,False,-18000000,,EQUITY,GLBS,,,finmb_34792207,8486841c-cffc-3a5c-bcdf-a05420e4cd6c,us_market,,0.913,,-8.132,,,,,10572100,,,,11.68,531576,0.0273,,1609372800,0.11978,-9136000,-3.326,,,0.19178082,0.00918,1672444800,,1617148800,0.98,1626307200,10563823,0.817685,13352179,4,,1603238400,1:100,,,,1.6186948,1628812800,,,,,0.0273,614306,,,2.28,2.28,3.6747,,0,,2.29,,696880,2.28,2.8086,,2.28,696880,,,,1337731200,,,2.2201,USD,136632,,,,23681504,,,628854,2.2201,2.24,800,136632,8.24,,,2.15,2.23,False,,800,2.29,2.24,,https://logo.clearbit.com/globusmaritime.gr
