,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,http://www.milestonepharma.com,1,1111 Dr. Frederik-Philips Boulevard,Biotechnology,Suite 420,-2.32147,-2.309,1.1132,-29604000,,-2.3278,-34822000,8,buy,,-16592125,13,5.85,,22.705,-0.17993,5,13.6,0.601,-0.30168,20,126426000,766000,15000000,4.232,USD,0.367,21.685,1.8,NMS,Milestone Pharmaceuticals Inc.,Milestone Pharmaceuticals Inc.,America/New_York,EST,False,-18000000,EQUITY,MIST,finmb_36171059,us_market,,3.691,,-1.59,,,-1.61,,29846000,,,,4.422,172152,0.0058,,1609372800,0.74338996,-34635000,-1.546,,,1.3229308,0.092819996,1672444800,,1632960000,8.97,1632960000,11074346,3.589449,55367564,2,,,,,,,11.63994,1635465600,,,-3.6335404,,0.0068,182726,,,6.09,6.04,5.8110185,,0,,6.04,,54263,6.09,5.831624,,6.04,54263,,,,,,,5.755,USD,20091,,,,174599104,,,34628,5.755,5.89,1000,20091,9.0337,,,5.09,5.82,False,,900,6.04,5.85,,https://logo.clearbit.com/milestonepharma.com
