,website,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,http://intlseas.com,1,600 Third Avenue,212 578 1832,Marine Shipping,39th Floor,0.21858,-0.54099,0.38529,65932000,-0.669,-0.01875,54567000,18.6,buy,246118000,41261876,28,15.99,,2.079,-0.00178,7,27.51,57.426,-0.13375,35,117391000,544083008,249646000,2.317,USD,8.921,1.711,1.9,NYQ,"International Seaways, Inc.","International Seaways, Inc.",America/New_York,EST,False,-18000000,,EQUITY,INSW,,,finmb_13756315,e1f01314-4c26-3fad-9602-4cf251a5fe17,us_market,,5.302,,24.257,,,2.59,,28087000,,,,34.494,1502790,0.0297,,1609372800,0.57208997,-134924992,-1.849,,,0.46355888,0.013040001,1672444800,,1625011200,6.53,1627603200,45888197,0.249872,1323628800,2,,,,,,,3.4552057,1630368000,,,6.033962,,0.0325,1283780,,,15.67,15.87,18.07405,0.015315889,,,16.085,,605520,15.67,17.0326,0.24,15.87,,605520,,,0.24,1638921600,,,15.55,USD,424263,,,,810518720,,,420784,15.55,15.95,900,424263,22.39,,,13.77,15.98,False,0.0153,1000,16.085,15.99,,https://logo.clearbit.com/intlseas.com
