,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,payoutRatio,regularMarketDayHigh,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,open,averageVolume10days,algorithm,dividendRate,exDividendDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,marketCap,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,1,2005 Market Street,215-255-2194,Asset Management,One Commerce Square,0,0,0,,,0,,,none,,,,9.96,,,,,,,,,,,,,,,,,NYQ,Delaware Enhanced Global Divide,Delaware Enhanced Global Dividend and Income Fund,America/New_York,EST,True,-18000000,,EQUITY,DEX,,,finmb_33919309,59698b34-8d09-3d8c-96f9-290a47903130,us_market,,,,,,,,,11898500,,,,,4535,0.0004,,,0.40572,,,,,,0,,,,0.22,1627603200,,,,2,,,,,,,,1630368000,,,,,,5582,,,9.9902,10.03,10.248956,0.26229998,10.07,25496,9.9902,10.106804,10.03,25496,,0.79,1631750400,9.96,USD,36189,,118509064,26877,9.96,10.04,900,36189,11.14,,8.84,9.4,10.01,False,0.0752,800,10.07,9.96,,https://logo.clearbit.com/delawareinvestments.com
