Date,Open,High,Low,Close,Adj Close,Volume
2021-03-04,9.800000190734863,9.800000190734863,9.600000381469727,9.800000190734863,9.800000190734863,25264
2021-03-05,9.889900207519531,9.899999618530273,9.68179988861084,9.68179988861084,9.68179988861084,17681
2021-03-08,9.899999618530273,9.899999618530273,9.822999954223633,9.822999954223633,9.822999954223633,3601
2021-03-09,9.795000076293945,10.050000190734863,9.770000457763672,9.864999771118164,9.864999771118164,47338
2021-03-10,9.949999809265137,9.989899635314941,9.789999961853027,9.789999961853027,9.789999961853027,41048
2021-03-11,9.75,9.84000015258789,9.75,9.800000190734863,9.800000190734863,310817
2021-03-12,9.824999809265137,9.838899612426758,9.8100004196167,9.81029987335205,9.81029987335205,7634
2021-03-15,9.800000190734863,9.850000381469727,9.79699993133545,9.800000190734863,9.800000190734863,48179
2021-03-16,9.770000457763672,9.770000457763672,9.75,9.770000457763672,9.770000457763672,8682
2021-03-17,9.764900207519531,9.8100004196167,9.711600303649902,9.8100004196167,9.8100004196167,13496
2021-03-18,9.782500267028809,9.782500267028809,9.720000267028809,9.720000267028809,9.720000267028809,2074
2021-03-19,9.720600128173828,9.720600128173828,9.720600128173828,9.720600128173828,9.720600128173828,565
2021-03-22,9.789999961853027,9.789999961853027,9.699999809265137,9.699999809265137,9.699999809265137,18164
2021-03-23,9.680000305175781,9.699999809265137,9.649999618530273,9.65999984741211,9.65999984741211,10320
2021-03-24,9.430000305175781,9.739999771118164,8.760000228881836,9.619999885559082,9.619999885559082,48602
2021-03-25,9.5600004196167,9.800000190734863,9.5600004196167,9.637999534606934,9.637999534606934,1574
2021-03-26,9.638999938964844,9.638999938964844,9.638999938964844,9.638999938964844,9.638999938964844,518
2021-03-29,9.67549991607666,9.680000305175781,9.67549991607666,9.680000305175781,9.680000305175781,3261
2021-03-30,9.649999618530273,9.680000305175781,9.630000114440918,9.649999618530273,9.649999618530273,26456
2021-03-31,9.739999771118164,9.739999771118164,9.699999809265137,9.725000381469727,9.725000381469727,886
2021-04-01,9.725000381469727,9.725000381469727,9.725000381469727,9.725000381469727,9.725000381469727,0
2021-04-05,9.725000381469727,9.725000381469727,9.725000381469727,9.725000381469727,9.725000381469727,268
2021-04-06,9.710000038146973,9.779999732971191,9.710000038146973,9.779999732971191,9.779999732971191,643
2021-04-07,9.779999732971191,9.779999732971191,9.619999885559082,9.770000457763672,9.770000457763672,24222
2021-04-08,9.770000457763672,9.779999732971191,9.718999862670898,9.779999732971191,9.779999732971191,4262
2021-04-09,9.710000038146973,9.810999870300293,9.706700325012207,9.810999870300293,9.810999870300293,10888
2021-04-12,9.70009994506836,9.70009994506836,9.70009994506836,9.70009994506836,9.70009994506836,870
2021-04-13,9.70009994506836,9.70009994506836,9.70009994506836,9.70009994506836,9.70009994506836,0
2021-04-14,9.737500190734863,9.800000190734863,9.737500190734863,9.800000190734863,9.800000190734863,932
2021-04-15,9.75,9.819999694824219,9.75,9.819999694824219,9.819999694824219,13786
2021-04-16,9.789999961853027,9.819999694824219,9.760000228881836,9.819999694824219,9.819999694824219,11655
2021-04-19,9.829999923706055,9.829999923706055,9.800000190734863,9.800000190734863,9.800000190734863,452
2021-04-20,9.75,9.75,9.75,9.75,9.75,1386
2021-04-21,9.710000038146973,9.779999732971191,9.699999809265137,9.779999732971191,9.779999732971191,84343
2021-04-22,9.716300010681152,9.716300010681152,9.716300010681152,9.716300010681152,9.716300010681152,1135
2021-04-23,9.710000038146973,9.800000190734863,9.699999809265137,9.800000190734863,9.800000190734863,9636
2021-04-26,9.734999656677246,9.75,9.720000267028809,9.744999885559082,9.744999885559082,6814
2021-04-27,9.75,9.789999961853027,9.75,9.770000457763672,9.770000457763672,32987
2021-04-28,9.770000457763672,9.78499984741211,9.770000457763672,9.770099639892578,9.770099639892578,16786
2021-04-29,9.770000457763672,9.770099639892578,9.770000457763672,9.770000457763672,9.770000457763672,5043
2021-04-30,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,450
2021-05-03,9.770000457763672,9.800000190734863,9.770000457763672,9.800000190734863,9.800000190734863,28222
2021-05-04,9.819999694824219,9.829999923706055,9.8100004196167,9.819999694824219,9.819999694824219,17631
2021-05-05,9.78499984741211,9.78499984741211,9.699999809265137,9.739999771118164,9.739999771118164,57651
2021-05-06,9.739999771118164,9.899999618530273,9.699999809265137,9.739999771118164,9.739999771118164,385920
2021-05-07,9.731399536132812,9.731399536132812,9.710000038146973,9.710000038146973,9.710000038146973,5389
2021-05-10,9.779999732971191,9.899999618530273,9.765000343322754,9.880000114440918,9.880000114440918,45319
2021-05-11,9.859999656677246,9.930000305175781,9.859999656677246,9.859999656677246,9.859999656677246,116573
2021-05-12,9.859999656677246,9.890000343322754,9.761300086975098,9.880000114440918,9.880000114440918,20110
2021-05-13,9.880000114440918,9.880000114440918,9.760100364685059,9.7677001953125,9.7677001953125,676
2021-05-14,9.945500373840332,9.949999809265137,9.800999641418457,9.853699684143066,9.853699684143066,79278
2021-05-17,9.930000305175781,9.930000305175781,9.800100326538086,9.84119987487793,9.84119987487793,7033
2021-05-18,9.90999984741211,9.97719955444336,9.791000366210938,9.791000366210938,9.791000366210938,1002
2021-05-19,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,980
2021-05-20,9.989999771118164,9.989999771118164,9.850000381469727,9.850000381469727,9.850000381469727,687
2021-05-21,9.79539966583252,9.800000190734863,9.770000457763672,9.770000457763672,9.770000457763672,3226
2021-05-24,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,381
2021-05-25,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0
2021-05-26,9.760000228881836,9.890000343322754,9.75,9.760000228881836,9.760000228881836,36257
2021-05-27,9.75,9.75,9.75,9.75,9.75,629
2021-05-28,9.75,9.75,9.75,9.75,9.75,259
2021-06-01,9.75,9.75,9.718999862670898,9.718999862670898,9.718999862670898,570
2021-06-02,9.84000015258789,9.84000015258789,9.789999961853027,9.8100004196167,9.8100004196167,4460
2021-06-03,9.789999961853027,9.789999961853027,9.700900077819824,9.789899826049805,9.789899826049805,2091
2021-06-04,9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167,402
2021-06-07,9.710100173950195,9.710100173950195,9.710100173950195,9.710100173950195,9.710100173950195,1052
2021-06-08,9.736800193786621,9.770000457763672,9.720000267028809,9.720000267028809,9.720000267028809,76086
2021-06-09,9.75,9.75,9.710000038146973,9.729999542236328,9.729999542236328,69112
2021-06-10,9.789999961853027,9.8100004196167,9.710000038146973,9.765700340270996,9.765700340270996,7669
2021-06-11,9.863699913024902,9.899999618530273,9.720000267028809,9.760000228881836,9.760000228881836,15111
2021-06-14,9.718999862670898,9.762200355529785,9.718999862670898,9.762200355529785,9.762200355529785,1616
2021-06-15,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,518
2021-06-16,9.779999732971191,9.779999732971191,9.744999885559082,9.770000457763672,9.770000457763672,7651
2021-06-17,9.805000305175781,9.805000305175781,9.770000457763672,9.770000457763672,9.770000457763672,1208
2021-06-18,9.72089958190918,9.72089958190918,9.72089958190918,9.72089958190918,9.72089958190918,241
2021-06-21,9.729999542236328,9.729999542236328,9.710000038146973,9.710000038146973,9.710000038146973,3442
2021-06-22,9.887700080871582,9.887700080871582,9.716500282287598,9.728300094604492,9.728300094604492,2519
2021-06-23,9.789999961853027,9.850000381469727,9.739999771118164,9.739999771118164,9.739999771118164,2509
2021-06-24,9.755000114440918,9.755000114440918,9.725899696350098,9.725899696350098,9.725899696350098,1426
2021-06-25,9.789999961853027,9.789999961853027,9.710000038146973,9.710000038146973,9.710000038146973,1407
2021-06-28,9.720000267028809,9.800000190734863,9.704999923706055,9.710000038146973,9.710000038146973,18303
2021-06-29,9.720000267028809,9.743300437927246,9.649999618530273,9.649999618530273,9.649999618530273,10795
2021-06-30,9.699999809265137,9.719900131225586,9.699999809265137,9.699999809265137,9.699999809265137,6691
2021-07-01,9.70009994506836,9.718199729919434,9.670000076293945,9.670100212097168,9.670100212097168,4938
2021-07-02,9.670299530029297,9.6899995803833,9.670299530029297,9.6899995803833,9.6899995803833,797
2021-07-06,9.649999618530273,9.71030044555664,9.649999618530273,9.71030044555664,9.71030044555664,885
2021-07-07,9.65999984741211,9.720000267028809,9.65999984741211,9.699999809265137,9.699999809265137,2355
2021-07-08,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0
2021-07-09,9.65999984741211,9.734999656677246,9.65999984741211,9.720000267028809,9.720000267028809,6476
2021-07-12,9.800000190734863,9.850000381469727,9.6983003616333,9.770000457763672,9.770000457763672,8026
2021-07-13,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0
2021-07-14,9.720000267028809,9.729999542236328,9.6850004196167,9.729999542236328,9.729999542236328,22812
2021-07-15,9.725000381469727,9.739999771118164,9.65999984741211,9.720000267028809,9.720000267028809,24850
2021-07-16,9.720000267028809,9.729999542236328,9.699999809265137,9.720000267028809,9.720000267028809,100399
2021-07-19,9.699999809265137,9.729999542236328,9.680000305175781,9.729999542236328,9.729999542236328,196611
