Date,Open,High,Low,Close,Adj Close,Volume
2020-09-16,24.940000534057617,26.6200008392334,24.940000534057617,25.0,23.628393173217773,17906
2020-09-17,25.0,25.09000015258789,24.81999969482422,25.09000015258789,23.713457107543945,38007
2020-09-18,25.09000015258789,25.09000015258789,25.09000015258789,25.09000015258789,23.713457107543945,100
2020-09-21,24.950000762939453,24.950000762939453,24.75,24.950000762939453,23.581138610839844,7040
2020-09-22,25.049999237060547,25.290000915527344,25.02869987487793,25.290000915527344,23.902482986450195,11595
2020-09-23,25.399999618530273,25.399999618530273,25.100000381469727,25.100000381469727,23.72290802001953,6900
2020-09-24,25.139999389648438,25.18000030517578,25.0,25.097700119018555,23.720731735229492,4150
2020-09-25,25.100000381469727,25.100000381469727,25.05120086669922,25.05120086669922,23.67678451538086,1500
2020-09-28,25.184999465942383,25.299999237060547,25.184999465942383,25.290000915527344,23.902482986450195,1168
2020-09-29,25.280000686645508,25.280000686645508,25.155000686645508,25.25,23.864675521850586,3799
2020-09-30,25.075000762939453,25.149999618530273,25.075000762939453,25.149999618530273,23.770164489746094,1360
2020-10-01,25.15999984741211,25.229999542236328,25.149999618530273,25.229999542236328,23.845773696899414,1414
2020-10-02,25.200000762939453,25.270000457763672,25.010000228881836,25.239999771118164,23.855224609375,6405
2020-10-05,25.260000228881836,25.260000228881836,25.225000381469727,25.225000381469727,23.841049194335938,1117
2020-10-06,25.219999313354492,25.219999313354492,25.100000381469727,25.181100845336914,23.799558639526367,4725
2020-10-07,25.219999313354492,25.260000228881836,25.200000762939453,25.25,23.864675521850586,3843
2020-10-08,25.299999237060547,25.299999237060547,25.1299991607666,25.1299991607666,23.75126075744629,1883
2020-10-09,25.149999618530273,25.200000762939453,25.09000015258789,25.100000381469727,23.72290802001953,4949
2020-10-12,25.239999771118164,25.239999771118164,25.181900024414062,25.239999771118164,23.855224609375,595
2020-10-13,25.1299991607666,25.1299991607666,25.0,25.100000381469727,23.72290802001953,3820
2020-10-14,25.100000381469727,25.100000381469727,25.0,25.0,23.628393173217773,6269
2020-10-15,25.100000381469727,25.100000381469727,25.063499450683594,25.063499450683594,23.68840980529785,390
2020-10-16,25.100000381469727,25.200000762939453,25.100000381469727,25.200000762939453,23.817420959472656,41918
2020-10-19,25.200000762939453,25.200000762939453,25.200000762939453,25.200000762939453,23.817420959472656,0
2020-10-20,25.200000762939453,25.399999618530273,25.170700073242188,25.170700073242188,23.78972816467285,6055
2020-10-21,25.100000381469727,25.149999618530273,25.079999923706055,25.149999618530273,23.770164489746094,3697
2020-10-22,25.200000762939453,25.200000762939453,25.09000015258789,25.199899673461914,23.817323684692383,2539
