Datetime,Close
2021-05-14 10:38:00-04:00,126.55439758300781
2021-05-14 10:40:00-04:00,126.4000015258789
2021-05-14 10:42:00-04:00,126.25
2021-05-14 10:44:00-04:00,126.4000015258789
2021-05-14 10:46:00-04:00,126.4000015258789
2021-05-14 10:48:00-04:00,126.59500122070312
2021-05-14 10:50:00-04:00,126.56590270996094
2021-05-14 10:52:00-04:00,126.52909851074219
2021-05-14 10:54:00-04:00,126.55000305175781
2021-05-14 10:56:00-04:00,126.62000274658203
2021-05-14 10:58:00-04:00,126.76000213623047
2021-05-14 11:00:00-04:00,126.58999633789062
2021-05-14 11:02:00-04:00,126.63020324707031
2021-05-14 11:04:00-04:00,126.58999633789062
2021-05-14 11:06:00-04:00,126.61199951171875
2021-05-14 11:08:00-04:00,126.54010009765625
2021-05-14 11:10:00-04:00,126.6500015258789
2021-05-14 11:12:00-04:00,126.63500213623047
2021-05-14 11:14:00-04:00,126.69000244140625
2021-05-14 11:16:00-04:00,126.72100067138672
2021-05-14 11:18:00-04:00,126.63999938964844
2021-05-14 11:20:00-04:00,126.53500366210938
2021-05-14 11:22:00-04:00,126.58499908447266
2021-05-14 11:24:00-04:00,126.61499786376953
2021-05-14 11:26:00-04:00,126.55000305175781
2021-05-14 11:28:00-04:00,126.54989624023438
2021-05-14 11:30:00-04:00,126.55500030517578
2021-05-14 11:32:00-04:00,126.53600311279297
2021-05-14 11:34:00-04:00,126.55899810791016
2021-05-14 11:36:00-04:00,126.55500030517578
2021-05-14 11:38:00-04:00,126.58499908447266
2021-05-14 11:40:00-04:00,126.48500061035156
2021-05-14 11:42:00-04:00,126.45999908447266
2021-05-14 11:44:00-04:00,126.53009796142578
2021-05-14 11:46:00-04:00,126.61000061035156
2021-05-14 11:48:00-04:00,126.61499786376953
2021-05-14 11:50:00-04:00,126.55999755859375
2021-05-14 11:52:00-04:00,126.50579833984375
2021-05-14 11:54:00-04:00,126.53500366210938
2021-05-14 11:56:00-04:00,126.51499938964844
2021-05-14 11:58:00-04:00,126.5199966430664
2021-05-14 12:00:00-04:00,126.48999786376953
2021-05-14 12:02:00-04:00,126.61000061035156
2021-05-14 12:04:00-04:00,126.67900085449219
2021-05-14 12:06:00-04:00,126.69000244140625
2021-05-14 12:08:00-04:00,126.70500183105469
2021-05-14 12:10:00-04:00,126.83699798583984
2021-05-14 12:12:00-04:00,126.80000305175781
2021-05-14 12:14:00-04:00,126.79000091552734
2021-05-14 12:16:00-04:00,126.82499694824219
2021-05-14 12:18:00-04:00,126.82879638671875
2021-05-14 12:20:00-04:00,126.88999938964844
2021-05-14 12:22:00-04:00,126.8550033569336
2021-05-14 12:24:00-04:00,126.90260314941406
2021-05-14 12:26:00-04:00,126.9000015258789
2021-05-14 12:28:00-04:00,126.91000366210938
2021-05-14 12:30:00-04:00,126.92780303955078
2021-05-14 12:32:00-04:00,126.97000122070312
2021-05-14 12:34:00-04:00,126.94999694824219
2021-05-14 12:36:00-04:00,126.91000366210938
2021-05-14 12:38:00-04:00,126.94129943847656
2021-05-14 12:40:00-04:00,126.9219970703125
2021-05-14 12:42:00-04:00,126.8781967163086
2021-05-14 12:44:00-04:00,126.93990325927734
2021-05-14 12:46:00-04:00,126.98500061035156
2021-05-14 12:48:00-04:00,127.02459716796875
2021-05-14 12:50:00-04:00,127.10929870605469
2021-05-14 12:52:00-04:00,127.0999984741211
2021-05-14 12:54:00-04:00,127.11000061035156
2021-05-14 12:56:00-04:00,127.12000274658203
2021-05-14 12:58:00-04:00,127.1449966430664
2021-05-14 13:00:00-04:00,127.12000274658203
2021-05-14 13:02:00-04:00,127.0250015258789
2021-05-14 13:04:00-04:00,126.98419952392578
2021-05-14 13:06:00-04:00,126.99009704589844
2021-05-14 13:08:00-04:00,127.07250213623047
2021-05-14 13:10:00-04:00,127.1500015258789
2021-05-14 13:12:00-04:00,127.10549926757812
2021-05-14 13:14:00-04:00,127.07009887695312
2021-05-14 13:16:00-04:00,127.02999877929688
2021-05-14 13:18:00-04:00,127.04419708251953
2021-05-14 13:20:00-04:00,127.16899871826172
2021-05-14 13:22:00-04:00,127.13999938964844
2021-05-14 13:24:00-04:00,127.15730285644531
2021-05-14 13:26:00-04:00,127.18009948730469
2021-05-14 13:28:00-04:00,127.2249984741211
2021-05-14 13:30:00-04:00,127.26010131835938
2021-05-14 13:32:00-04:00,127.0790023803711
2021-05-14 13:34:00-04:00,127.0999984741211
2021-05-14 13:36:00-04:00,127.10900115966797
2021-05-14 13:38:00-04:00,127.09500122070312
2021-05-14 13:40:00-04:00,127.1520004272461
2021-05-14 13:42:00-04:00,127.07170104980469
2021-05-14 13:44:00-04:00,127.06999969482422
2021-05-14 13:46:00-04:00,127.05999755859375
2021-05-14 13:48:00-04:00,127.1449966430664
2021-05-14 13:50:00-04:00,127.13999938964844
2021-05-14 13:52:00-04:00,127.17500305175781
2021-05-14 13:54:00-04:00,127.19989776611328
2021-05-14 13:56:00-04:00,127.20500183105469
2021-05-14 13:58:00-04:00,127.22000122070312
2021-05-14 14:00:00-04:00,127.2249984741211
2021-05-14 14:02:00-04:00,127.22000122070312
2021-05-14 14:04:00-04:00,127.24720001220703
2021-05-14 14:06:00-04:00,127.30500030517578
2021-05-14 14:08:00-04:00,127.30799865722656
2021-05-14 14:10:00-04:00,127.28009796142578
2021-05-14 14:12:00-04:00,127.375
2021-05-14 14:14:00-04:00,127.37999725341797
2021-05-14 14:16:00-04:00,127.33000183105469
2021-05-14 14:18:00-04:00,127.30500030517578
2021-05-14 14:20:00-04:00,127.30989837646484
2021-05-14 14:22:00-04:00,127.29000091552734
2021-05-14 14:24:00-04:00,127.28500366210938
2021-05-14 14:26:00-04:00,127.33499908447266
2021-05-14 14:28:00-04:00,127.30999755859375
2021-05-14 14:30:00-04:00,127.37989807128906
2021-05-14 14:32:00-04:00,127.3949966430664
2021-05-14 14:34:00-04:00,127.41999816894531
2021-05-14 14:36:00-04:00,127.46499633789062
2021-05-14 14:38:00-04:00,127.44499969482422
2021-05-14 14:40:00-04:00,127.50499725341797
2021-05-14 14:42:00-04:00,127.52999877929688
2021-05-14 14:44:00-04:00,127.5250015258789
2021-05-14 14:46:00-04:00,127.61000061035156
2021-05-14 14:48:00-04:00,127.61100006103516
2021-05-14 14:50:00-04:00,127.63990020751953
2021-05-14 14:52:00-04:00,127.71920013427734
2021-05-14 14:54:00-04:00,127.63999938964844
2021-05-14 14:56:00-04:00,127.53109741210938
2021-05-14 14:58:00-04:00,127.52999877929688
2021-05-14 15:00:00-04:00,127.37680053710938
2021-05-14 15:02:00-04:00,127.31500244140625
2021-05-14 15:04:00-04:00,127.36000061035156
2021-05-14 15:06:00-04:00,127.39009857177734
2021-05-14 15:08:00-04:00,127.38999938964844
2021-05-14 15:10:00-04:00,127.37000274658203
2021-05-14 15:12:00-04:00,127.30999755859375
2021-05-14 15:14:00-04:00,127.37999725341797
2021-05-14 15:16:00-04:00,127.37000274658203
2021-05-14 15:18:00-04:00,127.31500244140625
2021-05-14 15:20:00-04:00,127.375
2021-05-14 15:22:00-04:00,127.33000183105469
2021-05-14 15:24:00-04:00,127.2699966430664
2021-05-14 15:26:00-04:00,127.27999877929688
2021-05-14 15:28:00-04:00,127.38500213623047
2021-05-14 15:30:00-04:00,127.25
2021-05-14 15:32:00-04:00,127.19499969482422
2021-05-14 15:34:00-04:00,127.31500244140625
2021-05-14 15:36:00-04:00,127.29290008544922
2021-05-14 15:38:00-04:00,127.34750366210938
2021-05-14 15:40:00-04:00,127.33000183105469
2021-05-14 15:42:00-04:00,127.31009674072266
2021-05-14 15:44:00-04:00,127.31999969482422
2021-05-14 15:46:00-04:00,127.43499755859375
2021-05-14 15:48:00-04:00,127.44000244140625
2021-05-14 15:50:00-04:00,127.51000213623047
2021-05-14 15:52:00-04:00,127.63999938964844
2021-05-14 15:54:00-04:00,127.66500091552734
2021-05-14 15:56:00-04:00,127.63999938964844
2021-05-14 15:58:00-04:00,127.44000244140625
2021-05-14 16:00:00-04:00,127.52
2021-05-14 16:02:00-04:00,127.47
2021-05-14 16:04:00-04:00,127.46
2021-05-14 16:06:00-04:00,127.5
2021-05-14 16:08:00-04:00,127.485
2021-05-14 16:10:00-04:00,127.45
2021-05-14 16:12:00-04:00,127.42
2021-05-14 16:14:00-04:00,127.45
2021-05-14 16:16:00-04:00,127.42
2021-05-14 16:18:00-04:00,127.445
2021-05-14 16:20:00-04:00,127.47
2021-05-14 16:22:00-04:00,127.49
2021-05-14 16:24:00-04:00,127.51
2021-05-14 16:26:00-04:00,127.49
2021-05-14 16:28:00-04:00,127.47
2021-05-14 16:30:00-04:00,127.5
2021-05-14 16:32:00-04:00,127.505
2021-05-14 16:34:00-04:00,127.53
2021-05-14 16:36:00-04:00,127.51
2021-05-14 16:38:00-04:00,127.5
2021-05-14 16:40:00-04:00,127.45
2021-05-14 16:42:00-04:00,127.48
2021-05-14 16:44:00-04:00,127.47
2021-05-14 16:46:00-04:00,127.48
2021-05-14 16:48:00-04:00,127.49
2021-05-14 16:50:00-04:00,127.51
2021-05-14 16:52:00-04:00,127.51
2021-05-14 16:54:00-04:00,127.53
2021-05-14 16:56:00-04:00,127.55
2021-05-14 16:58:00-04:00,127.56
2021-05-14 17:00:00-04:00,127.565
2021-05-14 17:02:00-04:00,127.58
2021-05-14 17:04:00-04:00,127.53
2021-05-14 17:06:00-04:00,127.55
2021-05-14 17:08:00-04:00,127.57
2021-05-14 17:10:00-04:00,127.57
2021-05-14 17:12:00-04:00,127.59
2021-05-14 17:14:00-04:00,127.58
2021-05-14 17:16:00-04:00,127.57
2021-05-14 17:18:00-04:00,127.565
2021-05-14 17:20:00-04:00,127.555
2021-05-14 17:22:00-04:00,127.55
2021-05-14 17:24:00-04:00,127.545
2021-05-14 17:26:00-04:00,127.53
2021-05-14 17:28:00-04:00,127.52
2021-05-14 17:30:00-04:00,127.53
2021-05-14 17:32:00-04:00,127.51
2021-05-14 17:34:00-04:00,127.52
2021-05-14 17:36:00-04:00,127.56
2021-05-14 17:38:00-04:00,127.57
2021-05-14 17:40:00-04:00,127.59
2021-05-14 17:42:00-04:00,127.575
2021-05-14 17:44:00-04:00,127.59
2021-05-14 17:46:00-04:00,127.58
2021-05-14 17:48:00-04:00,127.59
2021-05-14 17:50:00-04:00,127.58
2021-05-14 17:52:00-04:00,127.59
2021-05-14 17:54:00-04:00,127.63
2021-05-14 17:56:00-04:00,127.65
2021-05-14 17:58:00-04:00,127.585
2021-05-14 18:00:00-04:00,127.6
2021-05-14 18:02:00-04:00,127.6
2021-05-14 18:04:00-04:00,127.59
2021-05-14 18:06:00-04:00,127.6
2021-05-14 18:08:00-04:00,127.59
2021-05-14 18:10:00-04:00,127.6
2021-05-14 18:12:00-04:00,127.62
2021-05-14 18:14:00-04:00,127.57
2021-05-14 18:16:00-04:00,127.6
2021-05-14 18:18:00-04:00,127.6
2021-05-14 18:20:00-04:00,127.62
2021-05-14 18:22:00-04:00,127.58
2021-05-14 18:24:00-04:00,127.62
2021-05-14 18:26:00-04:00,127.58
2021-05-14 18:28:00-04:00,127.58
2021-05-14 18:30:00-04:00,127.59
2021-05-14 18:32:00-04:00,127.59
2021-05-14 18:34:00-04:00,127.6
2021-05-14 18:36:00-04:00,127.6
2021-05-14 18:38:00-04:00,127.6
2021-05-14 18:40:00-04:00,127.63
2021-05-14 18:42:00-04:00,127.62
2021-05-14 18:44:00-04:00,127.64
2021-05-14 18:46:00-04:00,127.63
2021-05-14 18:48:00-04:00,127.63
2021-05-14 18:50:00-04:00,127.63
2021-05-14 18:52:00-04:00,127.63
2021-05-14 18:54:00-04:00,127.65
2021-05-14 18:56:00-04:00,127.63
2021-05-14 18:58:00-04:00,127.61
2021-05-14 19:00:00-04:00,127.62
2021-05-14 19:02:00-04:00,127.63
2021-05-14 19:04:00-04:00,127.63
2021-05-14 19:06:00-04:00,127.63
2021-05-14 19:08:00-04:00,127.62
2021-05-14 19:10:00-04:00,127.61
2021-05-14 19:12:00-04:00,127.62
2021-05-14 19:14:00-04:00,127.63
2021-05-14 19:16:00-04:00,127.64
2021-05-14 19:18:00-04:00,127.62
2021-05-14 19:20:00-04:00,127.61
2021-05-14 19:22:00-04:00,127.61
2021-05-14 19:24:00-04:00,127.6
2021-05-14 19:26:00-04:00,127.6
2021-05-14 19:28:00-04:00,127.6
2021-05-14 19:30:00-04:00,127.61
2021-05-14 19:32:00-04:00,127.61
2021-05-14 19:34:00-04:00,127.61
2021-05-14 19:36:00-04:00,127.63
2021-05-14 19:38:00-04:00,127.62
2021-05-14 19:40:00-04:00,127.62
2021-05-14 19:42:00-04:00,127.62
2021-05-14 19:44:00-04:00,127.63
2021-05-14 19:46:00-04:00,127.64
2021-05-14 19:48:00-04:00,127.64
2021-05-14 19:50:00-04:00,127.63
2021-05-14 19:52:00-04:00,127.63
2021-05-14 19:54:00-04:00,127.65
2021-05-14 19:56:00-04:00,127.67
2021-05-14 19:58:00-04:00,127.79
2021-05-17 04:00:00-04:00,126.94
2021-05-17 04:02:00-04:00,126.95
2021-05-17 04:04:00-04:00,126.86
2021-05-17 04:06:00-04:00,126.85
2021-05-17 04:08:00-04:00,126.93
2021-05-17 04:10:00-04:00,126.92
2021-05-17 04:12:00-04:00,126.86
2021-05-17 04:14:00-04:00,126.86
2021-05-17 04:16:00-04:00,126.83
2021-05-17 04:18:00-04:00,126.83
2021-05-17 04:20:00-04:00,126.9
2021-05-17 04:22:00-04:00,126.85
2021-05-17 04:24:00-04:00,126.91
2021-05-17 04:26:00-04:00,126.91
2021-05-17 04:28:00-04:00,126.92
2021-05-17 04:30:00-04:00,126.96
2021-05-17 04:32:00-04:00,126.93
2021-05-17 04:34:00-04:00,126.95
2021-05-17 04:36:00-04:00,126.96
2021-05-17 04:38:00-04:00,127.01
2021-05-17 04:40:00-04:00,127.17
2021-05-17 04:42:00-04:00,127.19
2021-05-17 04:44:00-04:00,127.23
2021-05-17 04:46:00-04:00,127.17
2021-05-17 04:48:00-04:00,127.15
2021-05-17 04:50:00-04:00,127.19
2021-05-17 04:52:00-04:00,127.18
2021-05-17 04:54:00-04:00,127.13
2021-05-17 04:56:00-04:00,127.15
2021-05-17 04:58:00-04:00,127.1
2021-05-17 05:00:00-04:00,127.11
2021-05-17 05:02:00-04:00,127.14
2021-05-17 05:04:00-04:00,127.1
2021-05-17 05:06:00-04:00,127.1
2021-05-17 05:08:00-04:00,127.06
2021-05-17 05:10:00-04:00,127.07
2021-05-17 05:12:00-04:00,127.08
2021-05-17 05:14:00-04:00,127.06
2021-05-17 05:16:00-04:00,127.08
2021-05-17 05:18:00-04:00,127.06
2021-05-17 05:20:00-04:00,127.03
2021-05-17 05:22:00-04:00,127.02
2021-05-17 05:24:00-04:00,127.07
2021-05-17 05:26:00-04:00,127.09
2021-05-17 05:28:00-04:00,127.1
2021-05-17 05:30:00-04:00,127.13
2021-05-17 05:32:00-04:00,127.11
2021-05-17 05:34:00-04:00,127.1
2021-05-17 05:36:00-04:00,127.08
2021-05-17 05:38:00-04:00,127.03
2021-05-17 05:40:00-04:00,126.97
2021-05-17 05:42:00-04:00,126.95
2021-05-17 05:44:00-04:00,126.97
2021-05-17 05:46:00-04:00,126.97
2021-05-17 05:48:00-04:00,127.0
2021-05-17 05:50:00-04:00,126.95
2021-05-17 05:52:00-04:00,126.95
2021-05-17 05:54:00-04:00,126.97
2021-05-17 05:56:00-04:00,126.98
2021-05-17 05:58:00-04:00,126.9
2021-05-17 06:00:00-04:00,126.94
2021-05-17 06:02:00-04:00,126.9
2021-05-17 06:04:00-04:00,126.9
2021-05-17 06:06:00-04:00,126.89
2021-05-17 06:08:00-04:00,126.85
2021-05-17 06:10:00-04:00,126.87
2021-05-17 06:12:00-04:00,126.86
2021-05-17 06:14:00-04:00,126.88
2021-05-17 06:16:00-04:00,126.86
2021-05-17 06:18:00-04:00,126.86
2021-05-17 06:20:00-04:00,126.93
2021-05-17 06:22:00-04:00,126.89
2021-05-17 06:24:00-04:00,126.86
2021-05-17 06:26:00-04:00,126.86
2021-05-17 06:28:00-04:00,126.72
2021-05-17 06:30:00-04:00,126.76
2021-05-17 06:32:00-04:00,126.8
2021-05-17 06:34:00-04:00,126.86
2021-05-17 06:36:00-04:00,126.81
2021-05-17 06:38:00-04:00,126.81
2021-05-17 06:40:00-04:00,126.81
2021-05-17 06:42:00-04:00,126.81
2021-05-17 06:44:00-04:00,126.75
2021-05-17 06:46:00-04:00,126.8
2021-05-17 06:48:00-04:00,126.79
2021-05-17 06:50:00-04:00,126.75
2021-05-17 06:52:00-04:00,126.76
2021-05-17 06:54:00-04:00,126.8
2021-05-17 06:56:00-04:00,126.81
2021-05-17 06:58:00-04:00,126.82
2021-05-17 07:00:00-04:00,126.85
2021-05-17 07:02:00-04:00,126.81
2021-05-17 07:04:00-04:00,126.7
2021-05-17 07:06:00-04:00,126.75
2021-05-17 07:08:00-04:00,126.78
2021-05-17 07:10:00-04:00,126.76
2021-05-17 07:12:00-04:00,126.77
2021-05-17 07:14:00-04:00,126.8
2021-05-17 07:16:00-04:00,126.78
2021-05-17 07:18:00-04:00,126.88
2021-05-17 07:20:00-04:00,126.81
2021-05-17 07:22:00-04:00,126.83
2021-05-17 07:24:00-04:00,126.69
2021-05-17 07:26:00-04:00,126.85
2021-05-17 07:28:00-04:00,126.81
2021-05-17 07:30:00-04:00,126.76
2021-05-17 07:32:00-04:00,126.77
2021-05-17 07:34:00-04:00,126.79
2021-05-17 07:36:00-04:00,126.85
2021-05-17 07:38:00-04:00,126.81
2021-05-17 07:40:00-04:00,126.77
2021-05-17 07:42:00-04:00,126.81
2021-05-17 07:44:00-04:00,126.75
2021-05-17 07:46:00-04:00,126.75
2021-05-17 07:48:00-04:00,126.7
2021-05-17 07:50:00-04:00,126.7
2021-05-17 07:52:00-04:00,126.74
2021-05-17 07:54:00-04:00,126.71
2021-05-17 07:56:00-04:00,126.74
2021-05-17 07:58:00-04:00,126.74
2021-05-17 08:00:00-04:00,126.73
2021-05-17 08:02:00-04:00,126.77
2021-05-17 08:04:00-04:00,126.74
2021-05-17 08:06:00-04:00,126.82
2021-05-17 08:08:00-04:00,126.81
2021-05-17 08:10:00-04:00,126.78
2021-05-17 08:12:00-04:00,126.75
2021-05-17 08:14:00-04:00,126.71
2021-05-17 08:16:00-04:00,126.78
2021-05-17 08:18:00-04:00,126.78
2021-05-17 08:20:00-04:00,126.84
2021-05-17 08:22:00-04:00,126.8399
2021-05-17 08:24:00-04:00,126.81
2021-05-17 08:26:00-04:00,126.76
2021-05-17 08:28:00-04:00,126.74
2021-05-17 08:30:00-04:00,126.74
2021-05-17 08:32:00-04:00,126.78
2021-05-17 08:34:00-04:00,126.95
2021-05-17 08:36:00-04:00,126.93
2021-05-17 08:38:00-04:00,126.93
2021-05-17 08:40:00-04:00,126.96
2021-05-17 08:42:00-04:00,126.93
2021-05-17 08:44:00-04:00,126.94
2021-05-17 08:46:00-04:00,126.96
2021-05-17 08:48:00-04:00,126.92
2021-05-17 08:50:00-04:00,126.9
2021-05-17 08:52:00-04:00,126.93
2021-05-17 08:54:00-04:00,126.96
2021-05-17 08:56:00-04:00,126.93
